City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,salina cruz,16.1667,-95.2,26.510000000000048,85,100,2.6,MX,1691585681
272,remire-montjoly,4.9167,-52.2667,28.02000000000004,78,75,1.03,GF,1691585681
273,fort bragg,35.139,-79.006,26.010000000000048,71,0,2.24,US,1691585681
274,enewetak,11.3474,162.3373,28.060000000000002,79,91,5.72,MH,1691585682
275,belmonte,-15.8631,-38.8828,24.960000000000036,68,35,5.07,BR,1691585682
276,smithers,54.7804,-127.1743,13.180000000000007,94,100,1.03,CA,1691585682
277,barra de santo antonio,-9.4047,-35.5072,25.600000000000023,64,1,5.42,BR,1691585682
278,katsuura,35.1333,140.3,27.110000000000014,90,1,6.21,JP,1691585682
279,egilsstadir,65.2653,-14.3948,7.9500000000000455,87,75,6.17,IS,1691585682
280,richards bay,-28.783,32.0377,20.680000000000007,73,95,4.96,ZA,1691585682
281,huilong,31.8111,121.655,26.980000000000018,91,1,6.22,CN,1691585682
282,geraldton,-28.7667,114.6,11.230000000000018,87,5,2.57,AU,1691585682
283,cadale,2.7603,46.3222,25.99000000000001,75,10,9.49,SO,1691585682
284,pawayan,28.0667,80.1,28.210000000000036,79,100,0.61,IN,1691585683
285,ad dawadimi,24.5077,44.3924,42.64000000000004,6,1,5.64,SA,1691585683
286,cabedelo,-6.9811,-34.8339,27.370000000000005,73,56,7.93,BR,1691585683
287,nguigmi,14.2495,13.1092,33.200000000000045,46,48,3.29,NE,1691585683
288,gizo,-8.103,156.8419,26.30000000000001,81,98,9.82,SB,1691585683
289,petukhovo,55.0692,67.9019,28.02000000000004,32,58,6.0,RU,1691585683
290,ust'-ordynskiy,52.805,104.7508,17.55000000000001,99,100,2.1,RU,1691585683
291,hacienda huancane,-15.8222,-70.8856,3.730000000000018,36,5,0.8,PE,1691585683
292,inongo,-1.95,18.2667,23.33000000000004,75,85,0.35,CD,1691585683
293,aquin,18.2833,-73.4,29.420000000000016,67,3,0.86,HT,1691585684
294,priob'ye,62.5206,65.5964,18.260000000000048,46,100,5.28,RU,1691585684
295,labrador city,52.9463,-66.9114,10.950000000000045,93,100,2.57,CA,1691585410
296,howard springs,-12.497,131.047,24.950000000000045,67,70,2.83,AU,1691585684
297,pasadena,29.6911,-95.2091,29.450000000000045,87,40,4.63,US,1691585497
298,usinsk,65.9939,57.5281,17.210000000000036,59,100,5.13,RU,1691585684
299,savanna-la-mar,18.219,-78.1332,28.970000000000027,80,2,2.31,JM,1691585684
300,napajedla,49.1716,17.5119,17.08000000000004,92,100,6.69,CZ,1691585684
301,barcelos,41.5388,-8.6151,24.360000000000014,62,24,4.28,PT,1691585684
302,ariquemes,-9.9133,-63.0408,31.400000000000034,45,20,0.87,BR,1691585594
303,uturoa,-16.7333,-151.4333,25.439999999999998,70,100,7.45,PF,1691585685
304,spas-demensk,54.4122,34.0226,15.180000000000007,93,100,2.14,RU,1691585685
305,la ronge,55.1001,-105.2842,8.140000000000043,100,20,0.0,CA,1691585685
306,filadelfia,39.9523,-75.1638,24.470000000000027,70,0,6.17,US,1691585521
307,kapa'a,22.0752,-159.319,27.180000000000007,80,100,11.32,US,1691585685
308,coyhaique,-45.5752,-72.0662,3.9700000000000273,93,100,2.06,CL,1691585490
309,scarborough,54.2797,-0.4044,20.760000000000048,64,96,1.34,GB,1691585684
310,tralee,52.2704,-9.7026,24.140000000000043,60,20,5.14,IE,1691585685
311,keflavik,64.0049,-22.5624,16.950000000000045,51,40,3.09,IS,1691585685
312,laascaanood,8.4774,47.3597,29.930000000000007,37,96,11.3,SO,1691585685
313,matoury,4.8483,-52.3317,27.980000000000018,78,75,1.03,GF,1691585686
314,harstad,68.799,16.5293,22.910000000000025,50,100,8.94,NO,1691585686
315,jayapura,-2.5333,140.7,26.660000000000025,87,31,2.51,ID,1691585686
316,labytnangi,66.6572,66.4183,16.24000000000001,61,100,2.57,RU,1691585686
317,gisborne,-38.6533,178.0042,5.3700000000000045,82,63,3.43,NZ,1691585686
318,kutum,14.2,24.6667,27.640000000000043,50,89,5.57,SD,1691585686
319,midland,31.9974,-102.0779,29.03000000000003,48,0,4.63,US,1691585495
320,chonchi,-42.6128,-73.8092,10.620000000000005,94,100,5.03,CL,1691585686
321,toliara,-23.35,43.6667,24.410000000000025,71,0,9.6,MG,1691585664
322,west bay,19.3667,-81.4167,30.03000000000003,74,20,1.54,KY,1691585686
323,rio grande,-32.035,-52.0986,17.060000000000002,82,100,9.34,BR,1691585687
324,brisas de zicatela,15.8369,-97.0419,26.29000000000002,69,75,2.57,MX,1691585687
325,pupri,26.4833,85.7167,27.910000000000025,87,55,2.69,IN,1691585687
326,jinan,36.6683,116.9972,27.370000000000005,70,100,3.28,CN,1691585687
327,ellettsville,39.2339,-86.625,21.400000000000034,96,0,1.54,US,1691585687
328,republic,37.12,-93.4802,21.460000000000036,95,100,5.66,US,1691585687
329,ouani,-12.1322,44.4258,25.350000000000023,70,23,5.29,KM,1691585687
